size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
43,CNC(=O)c1nn(C2CNC2)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(c5ccnc(Cl)c5)CC4)cc3)nc1-2,0.55,0.57,0.2850395664077687,0.7433331710045131,0,,4
58,CNC(=O)c1nn(C2CCN(C)CC2)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(-c5ccc(N6CCN(c7ccnc(Cl)c7)CC6)cc5)cc4)cc3)nc1-2,0.6,0.57,0.1474862264480335,0.7245401862509419,0,,4
46,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(c5ccnc(-c6ccc(F)cc6)c5)CC4)cc3)nc1-2,0.52,0.56,0.2632733396267036,0.7645508164892684,0,,4
54,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(-c5ccc(N6CCN(c7ccnc(C(N)=O)c7)CC6)cc5)cc4)cc3)nc1-2,0.54,0.58,0.1733006402640794,0.7447239279450242,0,,4
51,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(N4CCN(c5ccnc(-c6ccc(-c7ccnc(F)c7)cc6)c5)CC4)cc3)ncc1CC2(C)C,0.54,0.57,0.1909550868049262,0.7409231646896163,0,,4
44,CC1(C)Cc2cnc(Nc3ccc(-c4ccc(N5CCN(c6ccnc(Cl)c6)CC5)cc4)cc3)nc2-c2[nH]nc(C(N)=O)c21,0.64,0.63,0.2138377884834188,0.7646261931799307,0,,4
52,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(-c5ccc(-c6ccnc(-c7ccc(F)cc7)c6)cc5)cc4)cc3)nc1-2,0.56,0.58,0.1738729154536182,0.7633141392229243,0,,4
46,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(-c5ccnc(-c6ccc(F)cc6)c5)cc4)cc3)nc1-2,0.56,0.58,0.2049969970534512,0.7750752920137437,0,,4
39,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(N4CCN(c5ccnc(Cl)c5)CC4)cc3)ncc1CC2(C)C,0.57,0.56,0.3635041742617347,0.7682041657984339,0,,4
58,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(N5CCN(c6ccnc(-c7ccc(-c8ccc(F)cc8)cc7)c6)CC5)cc4)cc3)nc1-2,0.52,0.56,0.1584054770224925,0.7403623474231029,0,,4
58,CNC(=O)c1nn(-c2ccc(F)cc2)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(c5ccnc(-c6ccc(-c7ccc(F)cc7)cc6)c5)CC4)cc3)nc1-2,0.52,0.56,0.1584058700496178,0.7402616148223703,0,,4
51,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(-c4ccc(-c5ccc(N6CCN(c7ccnc(Cl)c7)CC6)cc5)cc4)cc3)ncc1CC2(C)C,0.56,0.59,0.1676665367528416,0.7539774818010763,0,,4
34,COc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1Oc1ccccc1,0.83,0.71,0.2825266049556382,0.8797697068332554,0,,5
28,COc1cc2ncnc(Nc3ccc(-c4cccc(Cl)c4)cc3)c2cc1OC,0.77,0.6,0.471778500360291,0.8890415168798371,0,,5
40,COc1cc2ncnc(Nc3ccc(-c4ccc(Oc5ccc(-c6ccccc6)cc5)cc4)cc3)c2cc1OC,0.83,0.74,0.2148456759265705,0.8647138222259715,0,,5
26,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OC)cc23)c1,0.8,0.69,0.5209687742410436,0.8499172020254052,0,,5
26,COc1cc2c(Nc3ccccc3)ncnc2cc1Oc1ccccc1,0.78,0.58,0.5413213215663646,0.8980072906034938,0,,5
21,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,0.81,0.54,0.7940400286227499,0.9098736456490528,0,,5
35,COc1cc2ncnc(Nc3ccc(Oc4ccc(Oc5ccccc5)cc4)cc3)c2cc1OC,0.89,0.83,0.2650202160951584,0.8754269745187196,0,,5
26,COc1cc2ncnc(Nc3ccccc3)c2cc1Oc1ccccc1,0.78,0.58,0.5413213215663645,0.8980072906034938,0,,5
33,COc1cc2ncnc(Nc3ccc(OCCCOCc4ccccc4)cc3)c2cc1OC,0.85,0.69,0.3108687791088096,0.8720139608558439,0,,5
29,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC,0.92,0.73,0.4829691307560961,0.8957123038430412,0,,5
41,COc1cc2ncnc(Nc3ccc(-c4ccc(-c5ccc(OCc6ccccc6)cc5)cc4)cc3)c2cc1OC,0.86,0.64,0.1993455855946763,0.8629867102953556,0,,5
31,COc1cc2ncnc(Nc3ccc(OCc4ccccc4CN)cc3)c2cc1OC,0.77,0.63,0.4389946650898796,0.8690348021638362,0,,5
29,COc1cc2ncnc(Nc3ccc(-c4cccc(Cl)c4OC)cc3)c2cc1Cl,0.75,0.64,0.4022716214683001,0.8653888322189884,0,,5
34,COc1cc2ncnc(Nc3ccc(-c4ccccc4Cl)cc3)c2cc1Oc1ccccc1Cl,0.62,0.62,0.2614410125493259,0.8648431264829127,0,,5
28,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,0.89,0.83,0.5021188289272573,0.8947461910975194,0,,5
34,COc1cc2ncnc(Nc3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)c2cc1OC,0.83,0.74,0.2930957341754019,0.8817398957136819,0,,5
32,COc1cc2ncnc(Nc3ccc(Oc4ccc(OC(F)F)cc4)cc3)c2cc1OC,0.77,0.7,0.3727390530752638,0.8661708060288424,0,,5
29,COc1cc2ncnc(Nc3ccc(/C=C/c4ccccc4)cc3)c2cc1OC,0.75,0.63,0.4417703994624042,0.8794321228475661,0,,5
39,COc1cc2ncnc(Nc3ccc(Oc4ccc(Oc5ccc(OCC[NH3+])cc5)cc4)cc3)c2cc1OC,0.78,0.63,0.2293775876717908,0.8196959592112799,0,,5
40,C=CCCOc1ccc(/C=C/c2ccc(Nc3ncnc4cc(OCc5ccccc5)c(OC)cc34)cc2)cc1,0.77,0.66,0.1000982458657771,0.8345616709873797,0,,6
31,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OCCBr,0.84,0.68,0.3086927549247804,0.8678188897002312,0,,6
33,COCCCOc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC,0.87,0.66,0.3108687791088095,0.8718705825846305,0,,6
31,COCCOc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,0.78,0.69,0.3752406810569175,0.8756302168346354,0,,6
35,COc1cc2ncnc(Nc3ccc(Oc4ccc(Oc5ccccc5)cc4)cc3)c2cc1OC,0.89,0.83,0.2650202160951584,0.8754269745187196,0,,6
28,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,0.89,0.83,0.5021188289272573,0.8947461910975194,0,,6
36,COc1cc2ncnc(Nc3ccc(Oc4ccc(OCc5ccccc5)cc4)cc3)c2cc1OC,0.93,0.77,0.2502301846267832,0.8752208759199783,0,,6
35,COc1cc2ncnc(Nc3ccc(Oc4cccc(Oc5ccccc5)c4)cc3)c2cc1OC,0.79,0.77,0.2650202160951584,0.8706925458406016,0,,6
34,COc1cnc(Nc2ccc(-n3cccc3)cc2)nc1Oc1cccc(-c2ccccc2F)c1,0.54,0.83,0.3007617745179689,0.8411643572521432,0,,7
41,COc1cccc(F)c1Nc1ccc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)c3ccccc3F)n2)cc1,0.86,0.78,0.1614948447712676,0.8145242763811734,0,,7
33,Clc1cnc(Nc2ccc(-c3cccc(-c4ccccc4)c3)cc2)nc1Nc1ccccc1,0.83,0.8,0.2764302667954078,0.8842002885193438,0,,7
41,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(Nc5nccc(-c6ccncc6)n5)c4)n3)cc2)CC1,0.72,0.74,0.232149191343691,0.80974945663992,0,,7
31,CN1CCN(c2ccc(Nc3nc(Nc4cccc(C(N)=O)c4)ncc3F)cc2)CC1,0.8,0.7,0.5627156481692611,0.8579905709144364,0,,7
30,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4c(Cl)cccc4Cl)n3)cc2)CC1,0.59,0.74,0.5206794056011161,0.8433469520372395,0,,7
30,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4c(F)cccc4Cl)n3)cc2)CC1,0.57,0.72,0.5785966939624098,0.8405240540050389,0,,7
40,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(-c5ccnc(-c6cnn(C)c6)n5)c4)n3)cc2)CC1,0.59,0.78,0.2886647290930289,0.8003475946103306,0,,7
35,C=C(c1cccc(Oc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3)ncc2Cl)c1)C(F)(F)F,0.58,0.69,0.4570670960201239,0.7860871519279955,0,,7
33,COC(=O)Oc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,0.71,0.71,0.3999211543864126,0.8419317237007038,0,,7
32,COc1cccc(F)c1Nc1ccc(Nc2ncc(Cl)c(Nc3ccccc3I)n2)cc1,0.83,0.77,0.2089170404390379,0.8391473946576051,0,,7
28,NC(=O)c1ccccc1Nc1nc(Nc2ccc(C(F)(F)F)cc2)ncc1Cl,0.82,0.85,0.5679790093588215,0.864415729751486,0,,7
30,NC(=O)c1ccccc1Nc1nc(Nc2ccc(S(F)(F)(F)(F)F)cc2)ncc1Cl,0.84,0.89,0.3675210776272672,0.7900874380968406,0,,7
31,CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4C(N)=O)n3)cc2)CC1,0.89,0.82,0.5627156481692611,0.857547874285223,0,,7
26,CC(C)(F)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1,0.82,0.85,0.5780388653533797,0.8542813973186963,0,,7
28,COc1cnc(Nc2ccc(-n3cccc3)cc2)nc1Nc1ccccc1F,0.79,0.82,0.5017021650014075,0.8556790241181574,0,,7
37,COc1cnc(Nc2ccc(N3CC(O)C3)cc2)nc1Nc1ccccc1S(=O)(=O)c1ccccc1F,0.8,0.74,0.314717623386103,0.8190614872278482,0,,7
38,COc1cc(Nc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(C)(=O)=O)n3)cc2)cc(OC)c1OC,0.83,0.75,0.221310142296338,0.8316635250467631,0,,7
35,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(N)=O)CC3)cc2)ncc1OC,0.8,0.75,0.390546638792099,0.8391378049892201,0,,7
31,CN(C)C(=O)c1ccccc1Nc1nc(Nc2ccc(-n3cccc3)cc2)ncc1F,0.8,0.8,0.4806906758543311,0.8441041404909273,0,,7
25,NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1,0.9,0.87,0.644469381672002,0.8820196592041601,0,,7
27,NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,0.89,0.93,0.5171185931704161,0.8726400078389605,0,,7
33,NC(=O)c1ccccc1Nc1nc(Nc2ccc(Nc3c(F)cccc3F)cc2)ncc1Cl,0.86,0.92,0.2767225643281975,0.8497361013387432,0,,7
40,COc1cc(Nc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(F)F)n3)cc2)cc(OC)c1OC,0.84,0.78,0.1808321871768359,0.8128322334757387,0,,7
32,Cc1ccn(-c2ccc(Nc3ncc(Cl)c(Oc4cccc(-c5cc[nH]n5)c4)n3)cc2)n1,0.57,0.74,0.3570637867761312,0.7935436943800842,0,,7
33,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(-c5cn[nH]c5)c4)n3)cc2)CC1,0.51,0.73,0.4261153855305111,0.823590487422061,0,,7
35,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(N5CCN(C)CC5)c4)n3)cc2)CC1,0.51,0.7,0.548780037583798,0.835829156422101,0,,7
35,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(Oc5ccccc5)c4)n3)cc2)CC1,0.53,0.74,0.3321935748493452,0.8503694689175249,0,,7
39,O=C(O)c1cccc(-c2cccc(Oc3nc(Nc4ccc(N5CCC6(CC5)COC6)cc4)ncc3Cl)c2)c1,0.51,0.72,0.2678400423593161,0.7600848416812332,0,,7
28,COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1OC,0.86,0.88,0.55449258490557,0.8724380451835384,0,,7
25,NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl,0.86,0.99,0.6167643952262964,0.8821011326602817,0,,7
30,CCN(CC)CCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.3621972889720301,0.8403371130390282,0,,8
49,CCN(CC)CCCN(CC)CCCN(CC)CCCCN(CC)CCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.0820025337871362,0.7683669314316225,0,,8
29,CCN(CC)CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.4169265657041572,0.8435039387991553,0,,8
36,CCN(CC)CCN(CC)CCCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.2087181194110497,0.8139562219258684,0,,8
43,CCN(CC)CCCN(CC)CCCCN(CC)CCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.1171145635147621,0.7843002754447883,0,,8
37,CCN(CC)CCCN(CC)CCCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.1859859979502161,0.8107227229732348,0,,8
42,CCN(CC)CCCN(CC)CCCN(CC)CCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.1278814914356836,0.7868592687166126,0,,8
31,CCN(CC)CCCCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.3163323970449721,0.838111054924808,0,,8
40,CCN(CC)CCN(CC)CCCN(CC)CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.1577682125266492,0.7932763533909113,0,,8
35,CCN(CC)CCCN(CC)CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.2372443082996148,0.8162722665276816,0,,8
42,CCN(CC)CCCN(CC)CCCCN(CC)CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.1278814914356836,0.7875884994858434,0,,8
47,CCN(CC)CCCN(CC)CCCN(CC)CCCN(CC)CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,0.55,0.72,0.0933129229816552,0.769439084548541,0,,8
27,CC(C)[C@@H](C)Oc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,0.59,0.54,0.5100232896336355,0.7868369450782399,0,,9
40,CC(C)[C@@H](C)Nc1cc(-c2cnn3cc(-c4ccc(Nc5ccc(-c6ccncc6)cc5)cc4)cnc23)ccn1,0.55,0.64,0.2117356230963633,0.7577999161189619,0,,9
32,c1cnc(Nc2ccc(-c3cnc4c(-c5ccc6cnccc6c5)cnn4c3)cc2)nc1,0.53,0.68,0.4290907731232199,0.8273641867423319,0,,9
40,c1cc(Nc2ccc(-c3ccc(-c4ccc(-c5cnc6c(-c7ccncc7)cnn6c5)cc4)cc3)cc2)ccn1,0.58,0.59,0.2430473374967654,0.8346106487536287,0,,9
33,c1cc(-c2cnn3cc(-c4ccc(-c5cn[nH]c5)cc4)cnc23)cc(NC2CCOCC2)n1,0.66,0.64,0.422295669698449,0.7944534036581731,0,,9
35,c1cnc(Nc2ccc(-c3cnn4cc(-c5ccc(Nc6ccncc6)cc5)cnc34)cc2)nc1,0.55,0.59,0.3302732592233076,0.8280636145130293,0,,9
35,Fc1ccc(-c2cnn3cc(-c4ccc(Nc5ccncc5)cc4)cnc23)c(-c2ccncc2)c1,0.59,0.64,0.3236195865881568,0.8232134440424743,0,,9
39,Fc1ccc(-c2ccc(Nc3ccc(-c4cnc5c(-c6ccc7cnccc7c6)cnn5c4)cc3)cc2)cc1,0.53,0.59,0.255344234568405,0.8318244109772996,0,,9
28,c1ccc(Oc2ccc(-c3cnc4c(-c5ccncc5)cnn4c3)cc2)cc1,0.54,0.51,0.4369369370867988,0.8661965976015844,0,,9
34,C[C@H]1CC[C@@H](Nc2cc(-c3ccc(-c4cnc5c(-c6cn[nH]c6)cnn5c4)cc3)ccn2)CC1,0.54,0.6,0.3521712671674018,0.7965127380594548,0,,9
41,c1cnc2ccc(-c3cnn4cc(-c5ccc(-c6ccnc(Nc7ccc8[nH]ncc8c7)c6)cc5)cnc34)cc2c1,0.58,0.6,0.2424758357102485,0.7963494876510375,0,,9
35,OCCNc1cc(-c2ccc(-c3cnc4c(-c5ccc6cnccc6c5)cnn4c3)cc2)ccn1,0.55,0.54,0.3619946892931501,0.8135979114980957,0,,9
